2020-04-27 01:04:210 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:876 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-27 03:04:02 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:800 INFO  HomePage :40 - Clicking on Login Link : [[ChromeDriver: chrome on WINDOWS (dc39cbe7c123b6e75095672e66c3c76f)] -> partial link text: Login]
2020-04-27 03:04:155 INFO  HomePage :27 - Login Page Text is displayed : [[ChromeDriver: chrome on WINDOWS (dc39cbe7c123b6e75095672e66c3c76f)] -> xpath: //h1[@class='text-center']]
2020-04-27 03:04:783 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:734 INFO  HomePage :34 - Clicking on Practice Link : [[ChromeDriver: chrome on WINDOWS (6c5fc4f54a68cc8b4a23504ab5893083)] -> partial link text: Practi]
2020-04-27 03:04:307 INFO  HomePage :27 - Practice Page Text is displayed : [[ChromeDriver: chrome on WINDOWS (6c5fc4f54a68cc8b4a23504ab5893083)] -> xpath: //h1[contains(text(),'Practice Page')]]
2020-04-27 03:04:371 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:110 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 03:04:716 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> id: user_name]
2020-04-27 03:04:471 INFO  HomePage :39 - Entering Email : RogerCgwH@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> id: user_email]
2020-04-27 03:04:826 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> id: user_password]
2020-04-27 03:04:621 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> id: user_password_confirmation]
2020-04-27 03:04:953 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> id: user_agreed_to_terms]
2020-04-27 03:04:922 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 03:04:967 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (0ed8c8bf5cc11a969b5091e17797fd0b)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-27 03:04:642 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:499 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 03:04:322 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> id: user_name]
2020-04-27 03:04:985 INFO  HomePage :39 - Entering Email : RogerwYXa@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> id: user_email]
2020-04-27 03:04:333 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> id: user_password]
2020-04-27 03:04:663 INFO  HomePage :57 - Entering Confirm Password : Roger123456 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> id: user_password_confirmation]
2020-04-27 03:04:954 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> id: user_agreed_to_terms]
2020-04-27 03:04:429 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> xpath: //input[@name='commit']]
2020-04-27 03:04:00 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (9112fc5584a8aeeb63742dc4ea4a1614)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-27 03:04:893 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:796 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 03:04:463 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> id: user_name]
2020-04-27 03:04:177 INFO  HomePage :39 - Entering Email : RogerJckj@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> id: user_email]
2020-04-27 03:04:538 INFO  HomePage :48 - Entering Password : Roger456 On Password Field [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> id: user_password]
2020-04-27 03:04:971 INFO  HomePage :57 - Entering Confirm Password : Roger123786 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> id: user_password_confirmation]
2020-04-27 03:04:254 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> id: user_agreed_to_terms]
2020-04-27 03:04:369 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> xpath: //input[@name='commit']]
2020-04-27 03:04:930 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (2ba41c1dee30a482e8c27791fa533fdc)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-29 00:04:830 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-29 00:04:218 INFO  HomePage :40 - Clicking on Login Link : [[ChromeDriver: chrome on WINDOWS (64a1d2d7b45cd8162b64fa078ee182a9)] -> partial link text: Login]
2020-04-29 00:04:13 INFO  HomePage :27 - Login Page Text is displayed : [[ChromeDriver: chrome on WINDOWS (64a1d2d7b45cd8162b64fa078ee182a9)] -> xpath: //h1[@class='text-center']]
2020-04-29 00:04:576 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-29 00:04:662 INFO  HomePage :34 - Clicking on Practice Link : [[ChromeDriver: chrome on WINDOWS (852cc5dd75fa1dc365dd6a3eab866d5a)] -> partial link text: Practi]
2020-04-29 00:04:822 INFO  HomePage :27 - Practice Page Text is displayed : [[ChromeDriver: chrome on WINDOWS (852cc5dd75fa1dc365dd6a3eab866d5a)] -> xpath: //h1[contains(text(),'Practice Page')]]
2020-04-29 00:04:696 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-29 01:04:451 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-29 01:04:302 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> id: user_name]
2020-04-29 01:04:133 INFO  HomePage :39 - Entering Email : RogerM2oI@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> id: user_email]
2020-04-29 01:04:557 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> id: user_password]
2020-04-29 01:04:911 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> id: user_password_confirmation]
2020-04-29 01:04:285 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> id: user_agreed_to_terms]
2020-04-29 01:04:416 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-29 01:04:514 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (d8176e93c7c5eacb4ca53f8c5d77921b)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-29 01:04:473 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-29 01:04:808 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-29 01:04:856 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> id: user_name]
2020-04-29 01:04:497 INFO  HomePage :39 - Entering Email : RogerG6VA@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> id: user_email]
2020-04-29 01:04:780 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> id: user_password]
2020-04-29 01:04:212 INFO  HomePage :57 - Entering Confirm Password : Roger123456 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> id: user_password_confirmation]
2020-04-29 01:04:496 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> id: user_agreed_to_terms]
2020-04-29 01:04:732 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> xpath: //input[@name='commit']]
2020-04-29 01:04:169 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (bcb912e73ce757d7bcbcad54f0dbe75f)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-29 01:04:772 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-29 01:04:432 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-29 01:04:19 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> id: user_name]
2020-04-29 01:04:437 INFO  HomePage :39 - Entering Email : RogerO6CM@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> id: user_email]
2020-04-29 01:04:810 INFO  HomePage :48 - Entering Password : Roger456 On Password Field [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> id: user_password]
2020-04-29 01:04:226 INFO  HomePage :57 - Entering Confirm Password : Roger123786 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> id: user_password_confirmation]
2020-04-29 01:04:465 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> id: user_agreed_to_terms]
2020-04-29 01:04:680 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> xpath: //input[@name='commit']]
2020-04-29 01:04:125 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (ae9b7407848629bba4503d76b684f89b)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
